log_id,machine_id,operator_id,timestamp,engine_hours,rpm,hydraulic_pressure,fuel_level,fuel_used_l,idle_time_min,active_time_min,speed_kph,tilt_angle,temperature_c,seatbelt,proximity_alert,fault_codes,weather,soil_type,shift
465,EXC001,OP005,2024-01-10 16:00:00,1851.7,602,112.1,95.5,14.65,78,76,12.2,18.0,76.9,fastened,0,NONE,rainy,loam,night
466,EXC005,OP002,2024-01-10 16:30:00,5898.7,843,278.1,5.3,3.92,60,28,1.4,1.3,70.9,unfastened,0,P0100,rainy,rock,night
467,EXC001,OP004,2024-01-10 17:00:00,6636.8,2264,275.2,25.2,3.42,87,84,3.8,19.4,40.7,fastened,0,NONE,windy,sand,day
468,EXC003,OP007,2024-01-10 17:30:00,4788.3,1991,131.1,22.1,9.5,74,18,13.3,1.0,57.2,unfastened,0,P0217,rainy,loam,night
469,EXC001,OP001,2024-01-10 18:00:00,4771.8,1873,214.0,79.2,8.56,48,44,2.6,2.8,88.6,fastened,1,NONE,sunny,clay,night
470,EXC005,OP003,2024-01-10 18:30:00,2774.9,720,121.3,61.8,3.77,66,110,4.4,4.0,45.9,fastened,0,NONE,sunny,sand,day
471,EXC004,OP009,2024-01-10 19:00:00,3625.4,1604,239.2,21.8,10.22,16,98,11.7,4.9,102.2,fastened,0,NONE,rainy,rock,day
472,EXC005,OP001,2024-01-10 19:30:00,6926.5,886,113.8,82.3,1.91,86,109,13.1,8.8,52.2,fastened,0,NONE,windy,sand,night
473,EXC003,OP005,2024-01-10 20:00:00,5814.2,1475,307.8,38.6,0.78,82,48,0.9,14.4,77.0,fastened,1,P0562,rainy,rock,night
474,EXC003,OP003,2024-01-10 20:30:00,4206.1,1291,145.7,48.8,1.7,39,85,2.3,19.6,76.4,fastened,0,P0217,rainy,clay,day
475,EXC004,OP002,2024-01-10 21:00:00,3009.0,2052,250.2,41.8,5.79,3,87,8.0,11.5,65.3,fastened,0,NONE,sunny,rock,day
476,EXC004,OP005,2024-01-10 21:30:00,498.0,2162,128.2,54.5,14.64,68,37,10.7,11.7,79.2,fastened,0,NONE,sunny,rock,day
477,EXC005,OP006,2024-01-10 22:00:00,1229.8,1430,146.1,50.6,8.44,65,113,8.2,7.0,85.8,fastened,0,NONE,windy,clay,night
478,EXC001,OP002,2024-01-10 22:30:00,1624.9,1566,199.2,31.1,11.44,66,116,11.6,17.6,76.4,fastened,0,NONE,rainy,sand,night
479,EXC004,OP001,2024-01-10 23:00:00,3049.7,1726,226.1,45.3,5.16,58,22,13.6,2.4,72.0,fastened,1,NONE,rainy,sand,night
480,EXC001,OP002,2024-01-10 23:30:00,7558.7,1779,319.7,91.3,10.93,12,94,17.1,6.6,75.5,fastened,0,P0100,windy,rock,day
481,EXC002,OP007,2024-01-11 00:00:00,4090.7,1743,306.0559688739034,52.8,14.51,10,59,6.3,2.1,60.1,fastened,0,NONE,sunny,sand,day
482,EXC005,OP009,2024-01-11 00:30:00,1955.2,2009,100.1,92.1,5.69,71,84,2.9,4.7,35.3,fastened,0,P0217,windy,sand,night
483,EXC002,OP002,2024-01-11 01:00:00,935.4,2367,177.1,57.3,14.99,76,70,4.8,12.9,42.0,unfastened,0,P0562,cloudy,clay,night
484,EXC004,OP004,2024-01-11 01:30:00,2772.6,2090,180.6,78.0,9.76,7,34,2.7,2.8,75.5,fastened,0,NONE,rainy,loam,day
485,EXC003,OP004,2024-01-11 02:00:00,6544.3,842,294.4,32.9,11.35,52,20,7.1,2.2,99.5,fastened,0,NONE,cloudy,rock,day
486,EXC002,OP004,2024-01-11 02:30:00,3128.4,865,300.8,80.1,4.16,60,66,15.7,18.2,31.9,fastened,0,NONE,sunny,rock,day
487,EXC002,OP003,2024-01-11 03:00:00,6202.8,1430,293.7,30.1,9.82,31,102,6.2,2.6,70.8,fastened,0,NONE,windy,sand,day
488,EXC003,OP001,2024-01-11 03:30:00,6441.4,1515,131.5,6.9,7.91,58,100,2.7,13.4,48.9,fastened,0,NONE,cloudy,rock,day
489,EXC004,OP006,2024-01-11 04:00:00,975.5,1551,190.7,20.3,14.37,82,40,9.4,7.7,72.1,fastened,0,NONE,sunny,clay,night
490,EXC004,OP004,2024-01-11 04:30:00,4908.4,1892,264.1,7.1,13.62,73,104,17.9,19.7,86.2,unfastened,1,NONE,sunny,sand,day
491,EXC005,OP004,2024-01-11 05:00:00,7676.9,1357,168.8,95.0,6.25,13,49,3.4,15.6,85.2,fastened,0,P0217,windy,sand,day
492,EXC005,OP003,2024-01-11 05:30:00,3276.9,1074,245.9,100.0,14.23,41,71,14.0,1.3,84.4,fastened,0,NONE,windy,sand,night
493,EXC004,OP010,2024-01-11 06:00:00,502.5,684,152.2,77.4,13.33,74,45,14.8,19.7,88.4,fastened,1,NONE,rainy,rock,day
494,EXC004,OP007,2024-01-11 06:30:00,7394.1,757,171.2,15.3,9.06,69,67,7.2,9.1,35.4,fastened,1,P0562,windy,sand,day
495,EXC002,OP005,2024-01-11 07:00:00,7081.0,1160,289.3,90.4,1.69,76,68,11.2,6.6,68.2,unfastened,0,NONE,rainy,rock,day
496,EXC003,OP003,2024-01-11 07:30:00,4224.9,637,155.1,75.7,2.83,44,86,7.8,14.8,49.6,fastened,0,NONE,windy,rock,day
497,EXC001,OP009,2024-01-11 08:00:00,4462.8,2357,295.06222279917404,36.6,1.61,46,61,4.7,15.8,99.1,fastened,0,NONE,sunny,loam,night
498,EXC002,OP009,2024-01-11 08:30:00,1772.8,952,167.4,52.7,2.07,22,68,7.7,6.7,88.7,fastened,0,NONE,sunny,clay,day
499,EXC005,OP001,2024-01-11 09:00:00,6573.7,1685,105.2,67.9,14.67,82,81,1.7,7.7,38.1,fastened,0,NONE,rainy,loam,day
500,EXC003,OP010,2024-01-11 09:30:00,4038.9,2040,156.1,7.3,3.58,47,55,12.7,3.4,48.2,fastened,0,NONE,windy,clay,night
501,EXC001,OP007,2024-01-11 10:00:00,367.6,1094,137.7,52.6,10.52,51,67,14.9,13.1,64.1,unfastened,0,NONE,rainy,rock,night
502,EXC004,OP001,2024-01-11 10:30:00,5495.8,1212,211.5,74.6,9.73,41,19,5.5,21.1,102.2,fastened,0,NONE,windy,sand,night
503,EXC005,OP008,2024-01-11 11:00:00,7608.9,1104,124.8,22.9,9.65,8,105,10.2,9.2,38.2,fastened,0,NONE,cloudy,loam,night
504,EXC005,OP002,2024-01-11 11:30:00,6650.3,869,237.7,47.2,3.5,70,23,4.2,21.9,101.92898714678948,unfastened,0,NONE,rainy,clay,night
505,EXC002,OP001,2024-01-11 12:00:00,2289.9,875,292.5,55.6,8.9,29,106,2.3,3.9,55.6,unfastened,0,P0562,rainy,sand,night
506,EXC003,OP002,2024-01-11 12:30:00,521.3,936,179.8,74.9,9.57,21,93,11.9,17.5,78.5,fastened,0,NONE,windy,clay,night
507,EXC003,OP005,2024-01-11 13:00:00,7528.8,1424,137.1,96.6,8.77,70,114,2.4,20.4,78.7,fastened,0,NONE,rainy,loam,night
508,EXC002,OP007,2024-01-11 13:30:00,7502.8,1555,188.0,85.6,3.2,17,12,14.1,15.1,48.0,fastened,0,NONE,cloudy,rock,night
509,EXC002,OP005,2024-01-11 14:00:00,4306.1,628,272.9,64.0,10.98,61,33,4.9,2.4,88.9,fastened,0,NONE,sunny,clay,night
510,EXC002,OP002,2024-01-11 14:30:00,5174.3,2123,230.1,60.4,1.56,42,15,14.7,7.2,36.8,fastened,1,P0100,cloudy,loam,day
511,EXC005,OP002,2024-01-11 15:00:00,3754.5,1816,122.3,62.3,9.07,71,55,6.6,1.9,91.4,fastened,1,P0217,sunny,sand,day
512,EXC004,OP009,2024-01-11 15:30:00,3416.1,727,218.2,56.8,6.83,4,109,6.6,13.2,45.9,fastened,0,NONE,sunny,clay,night
513,EXC005,OP010,2024-01-11 16:00:00,1043.6,2116,203.0,10.6,4.13,69,94,13.5,22.0,107.45560302478584,fastened,1,NONE,rainy,sand,night
514,EXC005,OP008,2024-01-11 16:30:00,864.3,654,172.0,71.3,12.21,20,87,9.2,8.2,56.0,fastened,0,NONE,sunny,loam,day
515,EXC005,OP002,2024-01-11 17:00:00,1938.6,1608,124.2,73.1,3.05,78,103,3.6,3.6,75.7,fastened,0,NONE,cloudy,loam,night
516,EXC001,OP009,2024-01-11 17:30:00,6709.5,730,315.8,53.7,14.03,60,10,15.3,5.9,100.35347487201997,fastened,0,NONE,sunny,clay,day
517,EXC005,OP007,2024-01-11 18:00:00,1252.1,1503,138.7,87.7,13.33,0,96,6.1,12.6,72.7,fastened,0,NONE,sunny,loam,night
518,EXC001,OP006,2024-01-11 18:30:00,1890.9,2321,142.4,68.9,5.73,43,44,1.8,12.5,30.6,fastened,0,NONE,rainy,loam,night
519,EXC003,OP002,2024-01-11 19:00:00,4434.1,2268,132.0,39.5,4.92,4,86,7.5,5.1,58.1,unfastened,0,NONE,sunny,sand,night
520,EXC003,OP010,2024-01-11 19:30:00,1799.5,1102,225.4,6.9,2.49,24,93,10.3,16.5,92.0,fastened,1,NONE,cloudy,rock,night
521,EXC002,OP005,2024-01-11 20:00:00,1389.3,1643,301.17655865146037,10.6,13.79,64,85,11.0,1.9,64.7,fastened,1,NONE,sunny,sand,night
522,EXC001,OP001,2024-01-11 20:30:00,4550.2,2326,154.9,38.4,9.6,50,55,15.0,13.7,67.4,unfastened,1,NONE,sunny,sand,night
523,EXC001,OP003,2024-01-11 21:00:00,3007.9,1911,194.5,48.9,0.96,63,77,9.7,9.4,76.6,fastened,0,NONE,sunny,rock,night
524,EXC005,OP005,2024-01-11 21:30:00,5046.7,2197,248.2,20.9,7.91,79,61,4.0,2.8,62.6,fastened,1,NONE,sunny,rock,day
525,EXC002,OP001,2024-01-11 22:00:00,7306.4,1382,162.0,23.0,1.74,42,79,4.7,14.0,95.0,fastened,0,P0562,sunny,sand,night
526,EXC002,OP004,2024-01-11 22:30:00,1292.8,1109,301.4,26.9,8.82,48,60,1.8,14.8,60.2,fastened,0,NONE,rainy,sand,night
527,EXC005,OP005,2024-01-11 23:00:00,7316.1,1519,167.4,79.1,7.88,5,53,13.2,9.7,100.7,fastened,0,P0217,sunny,sand,night
528,EXC001,OP010,2024-01-11 23:30:00,7229.7,2070,143.6,78.3,1.7,25,32,1.9,17.6,95.8,fastened,0,NONE,windy,sand,day
529,EXC005,OP001,2024-01-12 00:00:00,6649.8,877,310.0,41.4,12.33,73,52,10.9,11.2,61.6,fastened,0,NONE,cloudy,clay,day
530,EXC005,OP006,2024-01-12 00:30:00,5087.2,1834,278.3,21.4,4.3,5,89,10.7,6.3,57.4,fastened,0,NONE,cloudy,sand,night
531,EXC003,OP010,2024-01-12 01:00:00,4999.2,1871,175.5,15.5,8.35,32,105,14.1,21.0,80.7,fastened,1,NONE,windy,rock,night
532,EXC001,OP009,2024-01-12 01:30:00,5149.8,1521,285.1,13.3,9.77,12,21,1.3,20.8,86.6,fastened,0,P0217,windy,loam,day
533,EXC001,OP010,2024-01-12 02:00:00,5554.9,1175,214.1,42.2,14.45,77,30,3.7,2.1,43.9,fastened,0,NONE,cloudy,loam,day
534,EXC002,OP002,2024-01-12 02:30:00,230.2,1361,290.46515028461386,9.3,7.66,50,65,16.4,20.8,48.1,fastened,0,NONE,windy,loam,day
535,EXC003,OP009,2024-01-12 03:00:00,7668.9,1495,284.7,36.7,13.8,58,87,10.3,17.1,41.0,unfastened,0,P0217,rainy,loam,night
536,EXC001,OP010,2024-01-12 03:30:00,4726.3,2067,265.5,96.3,5.65,61,28,8.2,2.3,87.1,fastened,0,NONE,rainy,rock,day
537,EXC003,OP004,2024-01-12 04:00:00,6273.6,1599,165.5,53.2,12.93,20,45,13.5,11.4,109.40115264491655,fastened,0,NONE,windy,rock,day
538,EXC001,OP005,2024-01-12 04:30:00,3080.5,2027,233.5,83.2,3.92,4,15,16.2,0.8,44.2,fastened,0,NONE,rainy,loam,night
539,EXC003,OP006,2024-01-12 05:00:00,197.9,649,181.3,17.3,10.76,35,15,4.7,13.0,70.3,fastened,0,P0217,rainy,clay,night
540,EXC001,OP005,2024-01-12 05:30:00,4126.9,1962,100.2,30.5,1.78,16,25,16.2,20.5,87.3,fastened,0,NONE,rainy,clay,day
541,EXC004,OP003,2024-01-12 06:00:00,4106.8,1512,311.6,94.9,14.8,28,90,2.0,8.1,101.0,fastened,0,P0562,rainy,sand,day
542,EXC001,OP010,2024-01-12 06:30:00,3552.2,2396,220.9,41.4,14.33,28,105,17.6,11.2,43.4,fastened,0,NONE,windy,rock,day
543,EXC001,OP010,2024-01-12 07:00:00,2783.8,1449,231.7,66.6,6.91,70,64,3.0,5.0,52.8,fastened,0,NONE,rainy,loam,night
544,EXC001,OP004,2024-01-12 07:30:00,2073.6,1461,232.0,97.7,8.1,28,29,4.8,11.9,56.1,fastened,0,P0100,cloudy,sand,day
545,EXC005,OP009,2024-01-12 08:00:00,4267.6,752,221.1,57.3,9.17,65,111,1.7,17.7,76.9,fastened,0,P0100,sunny,loam,night
546,EXC001,OP004,2024-01-12 08:30:00,3064.7,657,163.8,34.0,4.49,65,40,14.5,4.7,40.2,fastened,0,NONE,windy,sand,day
547,EXC003,OP008,2024-01-12 09:00:00,7762.5,1862,313.7,55.5,10.28,4,27,17.7,12.2,44.5,fastened,1,NONE,cloudy,sand,night
548,EXC003,OP006,2024-01-12 09:30:00,1466.1,2152,236.8,10.2,10.63,18,25,5.3,7.8,88.5,fastened,0,NONE,cloudy,loam,day
549,EXC003,OP005,2024-01-12 10:00:00,2625.4,766,247.6,15.7,8.11,31,48,5.9,16.5,109.15123765919971,fastened,0,NONE,windy,clay,day
550,EXC004,OP002,2024-01-12 10:30:00,2422.3,980,200.1,5.7,2.64,5,90,5.0,15.4,42.0,fastened,0,NONE,sunny,loam,night
551,EXC005,OP007,2024-01-12 11:00:00,4392.1,2178,163.3,89.0,13.83,80,53,2.8,15.4,109.23704548176326,fastened,0,NONE,sunny,clay,night
552,EXC002,OP004,2024-01-12 11:30:00,4044.3,675,114.2,68.8,2.17,31,58,14.2,8.3,40.1,fastened,0,P0217,rainy,loam,day
553,EXC005,OP003,2024-01-12 12:00:00,5185.5,1514,177.1,33.3,9.62,70,47,1.1,13.2,57.2,fastened,1,NONE,windy,sand,day
554,EXC002,OP002,2024-01-12 12:30:00,7605.0,1328,138.7,26.0,1.99,12,113,17.4,14.3,60.0,fastened,0,NONE,windy,rock,day
555,EXC005,OP010,2024-01-12 13:00:00,2353.2,2290,245.7,69.9,2.62,46,85,16.7,15.0,38.4,fastened,0,NONE,windy,rock,day
556,EXC003,OP002,2024-01-12 13:30:00,5572.9,2142,293.4,92.4,0.8,11,83,2.1,12.7,34.5,fastened,0,P0562,windy,sand,day
557,EXC004,OP008,2024-01-12 14:00:00,297.8,2214,166.6,33.4,5.77,20,58,9.5,19.1,96.1,fastened,0,NONE,rainy,rock,night
558,EXC005,OP009,2024-01-12 14:30:00,2172.9,1120,173.2,35.5,9.77,36,68,17.9,5.5,96.6,unfastened,0,NONE,windy,loam,day
559,EXC004,OP001,2024-01-12 15:00:00,3763.4,1657,247.5,86.2,8.06,77,107,15.3,1.2,30.2,fastened,0,NONE,cloudy,loam,day
560,EXC005,OP006,2024-01-12 15:30:00,344.9,1860,132.8,89.9,10.28,27,82,12.9,21.2,78.1,fastened,0,NONE,rainy,clay,night
561,EXC003,OP006,2024-01-12 16:00:00,4979.6,2341,304.5,91.8,10.29,67,99,0.4,1.3,37.0,fastened,0,NONE,sunny,sand,day
562,EXC001,OP004,2024-01-12 16:30:00,5458.7,2256,180.0,32.8,2.53,8,14,1.2,19.9,90.8,fastened,0,P0100,rainy,loam,day
563,EXC003,OP007,2024-01-12 17:00:00,5999.2,2388,122.3,16.4,1.33,22,104,14.3,13.5,96.0,fastened,0,NONE,cloudy,rock,night
564,EXC001,OP005,2024-01-12 17:30:00,4180.9,1239,138.4,46.8,9.57,54,114,6.8,20.2,76.2,fastened,0,NONE,windy,clay,night
565,EXC005,OP005,2024-01-12 18:00:00,4871.2,830,305.2,33.1,9.97,42,83,12.0,12.4,76.0,fastened,0,P0100,cloudy,clay,day
566,EXC002,OP005,2024-01-12 18:30:00,3228.9,1707,154.4,89.0,8.57,45,115,13.3,18.1,57.9,fastened,0,NONE,sunny,loam,day
567,EXC002,OP009,2024-01-12 19:00:00,425.9,2006,245.7,8.5,4.06,61,72,7.6,15.9,48.7,unfastened,0,NONE,rainy,sand,night
568,EXC002,OP007,2024-01-12 19:30:00,889.6,833,134.4,65.2,12.26,6,40,2.6,11.6,67.4,fastened,0,NONE,sunny,rock,day
569,EXC004,OP004,2024-01-12 20:00:00,5274.5,673,142.7,91.1,1.6,62,76,7.0,8.0,40.0,unfastened,0,NONE,sunny,loam,day
570,EXC003,OP010,2024-01-12 20:30:00,7964.9,2213,293.4,97.8,9.67,77,79,15.7,0.1,80.4,fastened,1,NONE,cloudy,clay,day
571,EXC005,OP009,2024-01-12 21:00:00,224.8,2280,132.6,66.8,2.25,68,25,6.0,5.5,65.3,unfastened,0,P0562,rainy,sand,night
572,EXC003,OP010,2024-01-12 21:30:00,4504.9,732,104.1,95.2,9.99,72,32,1.1,20.9,43.3,fastened,0,P0100,rainy,clay,night
573,EXC002,OP008,2024-01-12 22:00:00,6033.0,2227,210.3,12.2,6.56,31,42,17.3,6.1,74.1,fastened,0,NONE,sunny,loam,night
574,EXC001,OP004,2024-01-12 22:30:00,6631.5,716,289.8,39.1,10.91,64,70,12.3,16.5,89.6,fastened,0,NONE,rainy,sand,day
575,EXC001,OP008,2024-01-12 23:00:00,4407.1,2395,171.7,5.8,1.26,71,26,9.7,11.2,74.2,fastened,0,NONE,sunny,loam,day
576,EXC002,OP004,2024-01-12 23:30:00,4997.3,989,128.2,98.2,8.55,83,94,14.9,6.8,69.7,fastened,0,P0100,windy,sand,night
577,EXC005,OP003,2024-01-13 00:00:00,5604.1,1641,316.1,90.8,2.6,82,22,7.4,21.8,93.6,fastened,0,NONE,sunny,clay,night
578,EXC003,OP005,2024-01-13 00:30:00,6885.8,2389,248.9,7.7,10.39,39,113,17.7,1.0,30.8,fastened,0,NONE,sunny,loam,night
579,EXC005,OP010,2024-01-13 01:00:00,1066.1,2224,287.2,6.7,2.24,11,84,15.4,12.8,76.3,fastened,0,NONE,rainy,rock,night
580,EXC001,OP006,2024-01-13 01:30:00,7416.8,1688,265.5,39.9,1.57,20,47,5.0,10.2,60.7,fastened,0,NONE,windy,clay,day
581,EXC001,OP004,2024-01-13 02:00:00,305.5,954,253.6,29.6,10.84,26,50,6.7,1.7,44.5,fastened,0,NONE,windy,rock,day
582,EXC005,OP005,2024-01-13 02:30:00,6706.0,751,184.6,85.5,1.42,75,86,5.0,4.7,103.5,fastened,0,NONE,rainy,sand,day
583,EXC001,OP003,2024-01-13 03:00:00,706.2,1066,171.4,20.2,3.76,24,19,11.9,15.3,60.3,fastened,1,NONE,sunny,clay,night
584,EXC001,OP007,2024-01-13 03:30:00,1637.6,717,257.7,80.1,12.46,32,88,11.5,2.4,55.1,fastened,0,NONE,windy,sand,day
585,EXC003,OP004,2024-01-13 04:00:00,130.8,951,257.7,57.7,12.24,76,70,9.4,17.6,42.7,fastened,0,NONE,sunny,loam,day
586,EXC005,OP006,2024-01-13 04:30:00,3617.5,734,309.1,40.9,12.88,14,34,17.4,13.8,104.8,fastened,0,NONE,cloudy,clay,day
587,EXC004,OP004,2024-01-13 05:00:00,2741.4,1972,225.1,18.8,5.23,59,108,8.5,2.2,104.10029636560293,fastened,0,NONE,windy,sand,day
588,EXC001,OP004,2024-01-13 05:30:00,1411.3,1661,164.8,99.8,8.16,49,79,14.1,6.3,35.2,fastened,0,NONE,rainy,sand,day
589,EXC005,OP010,2024-01-13 06:00:00,3663.6,1532,207.7,63.7,11.71,88,28,11.8,3.0,72.4,fastened,1,NONE,windy,rock,day
590,EXC005,OP004,2024-01-13 06:30:00,3278.7,2057,235.0,46.7,2.49,44,82,9.3,17.5,41.1,fastened,0,NONE,windy,loam,night
591,EXC005,OP001,2024-01-13 07:00:00,6164.5,2368,193.9,40.3,11.0,46,55,0.8,11.7,83.7,fastened,0,NONE,windy,loam,day
592,EXC005,OP004,2024-01-13 07:30:00,7155.7,1325,274.0,91.0,1.91,76,94,11.8,0.1,66.3,unfastened,0,NONE,rainy,rock,night
593,EXC002,OP006,2024-01-13 08:00:00,5255.3,972,228.6,83.0,13.74,89,64,11.6,11.9,38.3,fastened,0,NONE,windy,clay,night
594,EXC005,OP001,2024-01-13 08:30:00,1082.8,1400,102.1,82.1,9.74,65,119,2.2,10.6,71.8,fastened,0,NONE,sunny,loam,night
595,EXC002,OP004,2024-01-13 09:00:00,2433.6,914,225.4,63.5,7.65,62,112,14.3,14.1,98.3,fastened,0,P0100,sunny,clay,night
596,EXC005,OP002,2024-01-13 09:30:00,7315.2,1660,239.4,89.4,7.53,78,14,8.4,0.8,55.6,fastened,0,NONE,sunny,sand,day
597,EXC003,OP006,2024-01-13 10:00:00,801.0,2395,301.4,33.4,3.13,88,55,5.8,0.8,33.8,fastened,0,NONE,sunny,loam,day
598,EXC004,OP008,2024-01-13 10:30:00,3314.2,1559,191.0,71.9,5.52,66,32,14.8,7.7,100.9,fastened,0,NONE,sunny,clay,day
599,EXC004,OP010,2024-01-13 11:00:00,7545.8,1138,226.4,43.4,11.04,26,59,6.2,15.1,40.6,fastened,0,P0100,windy,clay,night
600,EXC004,OP004,2024-01-13 11:30:00,7610.3,1838,204.5,62.0,8.34,57,25,11.2,14.7,65.6,fastened,1,NONE,cloudy,clay,night
601,EXC004,OP009,2024-01-13 12:00:00,3348.5,2076,217.0,99.8,8.17,21,68,11.1,6.1,70.9,fastened,0,P0562,cloudy,sand,day
602,EXC004,OP003,2024-01-13 12:30:00,5372.4,1449,114.8,98.5,3.33,45,26,1.0,4.8,47.8,unfastened,0,NONE,rainy,sand,day
603,EXC004,OP008,2024-01-13 13:00:00,3708.3,1050,297.4,53.7,10.51,40,78,7.6,15.0,43.3,unfastened,1,NONE,cloudy,sand,night
604,EXC001,OP006,2024-01-13 13:30:00,6052.3,1884,300.3,59.5,6.18,88,59,4.0,0.6,38.5,fastened,0,NONE,rainy,clay,night
605,EXC005,OP008,2024-01-13 14:00:00,349.5,937,220.6,90.2,3.15,49,119,3.6,12.2,35.2,fastened,0,NONE,sunny,clay,night
606,EXC003,OP008,2024-01-13 14:30:00,1238.8,2395,222.4,98.6,14.18,86,106,11.8,9.3,68.1,fastened,0,NONE,rainy,clay,night
607,EXC002,OP006,2024-01-13 15:00:00,4952.2,1172,112.7,79.0,7.85,72,76,0.2,5.3,93.2,unfastened,0,NONE,windy,clay,day
608,EXC003,OP003,2024-01-13 15:30:00,1937.2,1230,231.5,11.2,8.16,76,59,17.4,11.4,39.5,unfastened,1,NONE,sunny,rock,day
609,EXC005,OP006,2024-01-13 16:00:00,5361.8,1908,194.4,35.7,14.73,15,88,7.1,4.8,82.5,fastened,0,NONE,sunny,clay,night
610,EXC005,OP009,2024-01-13 16:30:00,2874.7,621,256.0,90.2,5.81,69,83,5.4,12.4,60.9,fastened,0,NONE,sunny,clay,day
611,EXC005,OP010,2024-01-13 17:00:00,7104.5,742,110.4,78.0,14.17,62,25,16.6,3.3,32.6,fastened,0,P0217,rainy,rock,night
612,EXC003,OP010,2024-01-13 17:30:00,6572.1,826,256.4,75.5,10.58,51,51,8.8,8.9,70.2,fastened,0,NONE,windy,rock,night
613,EXC004,OP002,2024-01-13 18:00:00,3993.4,1303,163.1,68.5,9.68,43,119,11.1,11.2,48.9,fastened,0,P0217,windy,loam,night
614,EXC002,OP006,2024-01-13 18:30:00,6205.9,1596,243.4,44.5,3.9,23,45,12.5,0.7,75.4,fastened,0,P0100,windy,rock,night
615,EXC004,OP002,2024-01-13 19:00:00,2242.0,923,238.0,43.3,1.25,88,11,15.7,13.4,56.2,fastened,0,P0100,rainy,loam,night
616,EXC004,OP007,2024-01-13 19:30:00,4004.7,1219,149.9,81.8,6.85,78,101,2.3,16.5,80.0,fastened,0,NONE,rainy,rock,day
617,EXC002,OP010,2024-01-13 20:00:00,1660.1,1989,196.9,32.9,0.65,51,112,1.5,21.0,98.9,unfastened,0,NONE,cloudy,rock,night
618,EXC002,OP001,2024-01-13 20:30:00,6901.0,2291,283.8,70.1,1.53,0,82,17.9,4.5,48.3,fastened,0,P0217,rainy,sand,day
619,EXC001,OP007,2024-01-13 21:00:00,6602.2,625,233.2,74.0,9.13,16,79,0.2,4.6,100.5,fastened,0,NONE,sunny,clay,night
620,EXC001,OP010,2024-01-13 21:30:00,7227.0,1729,304.8863125589997,85.2,11.0,20,48,12.7,6.7,45.3,fastened,0,NONE,windy,rock,day
621,EXC003,OP009,2024-01-13 22:00:00,7032.1,646,197.4,35.4,2.94,87,49,11.0,19.6,35.3,fastened,0,NONE,sunny,loam,day
622,EXC003,OP004,2024-01-13 22:30:00,7680.8,1536,168.6,75.5,11.12,36,110,9.9,9.0,44.5,fastened,0,NONE,windy,sand,night
623,EXC001,OP002,2024-01-13 23:00:00,1903.9,2183,241.2,15.1,14.27,4,104,14.1,6.6,104.42051223642085,fastened,0,NONE,cloudy,sand,night
624,EXC003,OP010,2024-01-13 23:30:00,7461.4,2036,235.2,18.1,11.28,52,64,17.9,16.3,80.8,fastened,1,NONE,rainy,clay,day
625,EXC004,OP010,2024-01-14 00:00:00,4612.6,1018,102.3,44.6,11.88,85,44,0.8,0.8,102.8,fastened,1,NONE,sunny,rock,day
626,EXC002,OP006,2024-01-14 00:30:00,3437.7,2359,233.7,10.2,10.66,50,30,11.1,12.1,83.2,fastened,0,P0217,cloudy,sand,night
627,EXC002,OP010,2024-01-14 01:00:00,4527.0,2010,261.7,95.0,3.76,39,11,12.9,9.9,60.9,fastened,0,NONE,windy,clay,day
628,EXC002,OP001,2024-01-14 01:30:00,2806.6,2075,269.1,90.7,5.73,15,63,5.5,13.7,96.9,unfastened,1,NONE,sunny,clay,night
629,EXC003,OP007,2024-01-14 02:00:00,2379.6,1105,113.0,9.6,14.26,79,70,16.1,16.1,101.9,fastened,0,NONE,sunny,sand,night
630,EXC002,OP001,2024-01-14 02:30:00,2006.4,2244,166.8,84.6,10.09,9,84,8.2,7.1,89.4,fastened,0,NONE,rainy,sand,night
631,EXC004,OP010,2024-01-14 03:00:00,751.2,2273,192.7,53.3,11.94,84,98,3.0,14.0,109.13463555213852,fastened,0,NONE,windy,sand,night
632,EXC002,OP007,2024-01-14 03:30:00,4022.9,1715,139.5,71.7,14.55,20,50,15.4,11.5,91.9,unfastened,0,NONE,cloudy,rock,day
633,EXC003,OP010,2024-01-14 04:00:00,7113.3,1398,192.6,89.3,3.86,12,28,17.0,2.9,43.4,fastened,0,P0562,sunny,rock,night
634,EXC002,OP006,2024-01-14 04:30:00,5078.2,2282,115.6,59.8,5.16,31,102,1.8,19.4,97.5,fastened,0,NONE,sunny,loam,day
635,EXC001,OP001,2024-01-14 05:00:00,4215.7,2395,124.9,16.1,9.85,0,93,13.5,16.6,105.0,fastened,0,NONE,windy,sand,day
636,EXC004,OP001,2024-01-14 05:30:00,3485.9,2018,247.1,5.2,0.85,1,68,3.9,20.3,79.9,fastened,0,NONE,sunny,clay,night
637,EXC002,OP004,2024-01-14 06:00:00,3768.8,636,157.8,52.2,8.78,16,14,0.1,15.8,44.7,fastened,0,NONE,rainy,rock,day
638,EXC002,OP008,2024-01-14 06:30:00,1753.3,2136,256.5,95.2,12.23,62,61,4.7,5.4,103.53340073197657,fastened,0,NONE,windy,clay,night
639,EXC004,OP002,2024-01-14 07:00:00,6601.2,1959,110.6,59.4,9.35,73,78,15.4,9.5,102.0,fastened,1,NONE,cloudy,loam,night
