task_id,machine_id,operator_id,task_type,estimated_time,actual_time,weather,soil_type,operator_skill,machine_age_yrs,load_weight_t,completed,date
254,EXC002,OP007,dig,63.8,89.5,sunny,clay,junior,6.0,9.9,1,2024-04-28 00:00:00
255,EXC002,OP007,trench,73.1,79.7,cloudy,sand,senior,10.4,21.8,1,2024-03-30 00:00:00
256,EXC002,OP001,load,33.6,34.9,cloudy,sand,mid,2.7,2.5,1,2024-04-22 00:00:00
257,EXC002,OP006,trench,64.2,88.4,sunny,rock,mid,4.1,19.6,0,2024-06-11 00:00:00
258,EXC004,OP008,compact,24.5,45.8,cloudy,rock,junior,0.6,10.8,0,2024-07-12 00:00:00
259,EXC004,OP003,dig,57.0,86.5,cloudy,rock,junior,9.3,23.6,1,2024-12-22 00:00:00
260,EXC005,OP007,compact,39.5,50.6,rainy,sand,mid,9.8,1.4,1,2024-05-16 00:00:00
261,EXC001,OP001,load,35.0,30.0,cloudy,loam,mid,9.1,20.0,1,2024-04-10 00:00:00
262,EXC002,OP009,grade,36.4,62.2,cloudy,rock,junior,10.0,23.9,1,2024-01-30 00:00:00
263,EXC001,OP006,dig,57.2,78.1,windy,sand,junior,9.9,9.8,1,2024-08-06 00:00:00
264,EXC004,OP003,compact,37.1,49.6,cloudy,sand,junior,3.0,11.8,1,2024-08-21 00:00:00
265,EXC003,OP004,trench,65.3,74.2,windy,loam,mid,13.1,12.0,1,2024-12-03 00:00:00
266,EXC005,OP010,grade,53.1,49.3,cloudy,loam,senior,6.7,22.2,1,2024-03-21 00:00:00
267,EXC001,OP002,load,26.4,26.1,cloudy,sand,mid,8.0,17.9,1,2024-03-07 00:00:00
268,EXC004,OP007,trench,64.9,77.2,rainy,sand,mid,2.1,21.2,1,2024-03-27 00:00:00
269,EXC001,OP002,trench,61.4,106.3,rainy,clay,junior,12.0,13.9,1,2024-11-02 00:00:00
270,EXC003,OP001,grade,46.8,47.3,cloudy,loam,mid,6.2,3.3,1,2024-08-29 00:00:00
271,EXC003,OP004,grade,42.4,51.7,sunny,sand,junior,7.5,1.8,1,2024-09-08 00:00:00
272,EXC003,OP003,trench,61.7,75.4,rainy,loam,senior,1.5,14.1,1,2024-09-04 00:00:00
273,EXC005,OP005,compact,34.4,46.2,rainy,loam,senior,3.7,11.5,1,2024-03-09 00:00:00
274,EXC002,OP004,load,17.3,35.7,cloudy,clay,junior,7.9,13.0,1,2024-11-11 00:00:00
275,EXC002,OP003,load,32.1,77.2,rainy,rock,junior,3.8,18.3,1,2024-10-17 00:00:00
276,EXC005,OP001,trench,68.6,76.6,windy,loam,mid,3.2,15.6,1,2024-08-24 00:00:00
277,EXC001,OP006,load,29.9,34.1,sunny,loam,mid,12.0,16.4,1,2024-01-11 00:00:00
278,EXC001,OP008,trench,68.9,91.0,windy,rock,mid,5.3,10.4,0,2024-10-16 00:00:00
279,EXC002,OP001,dig,60.8,69.9,sunny,loam,junior,2.5,4.8,1,2024-09-30 00:00:00
280,EXC001,OP006,dig,48.6,43.5,cloudy,sand,mid,6.3,1.3,1,2024-10-10 00:00:00
281,EXC004,OP010,dig,57.1,56.9,windy,loam,senior,2.4,22.1,1,2024-05-23 00:00:00
282,EXC004,OP010,load,28.1,52.4,rainy,clay,junior,6.7,17.8,1,2024-09-25 00:00:00
283,EXC005,OP004,trench,65.3,90.9,rainy,clay,senior,14.4,16.7,1,2024-06-26 00:00:00
284,EXC004,OP009,dig,53.5,63.1,sunny,sand,junior,14.5,22.1,1,2024-10-25 00:00:00
285,EXC005,OP002,load,22.1,26.0,cloudy,loam,mid,4.1,15.6,1,2024-06-26 00:00:00
286,EXC004,OP002,dig,54.5,60.8,cloudy,loam,junior,0.0,13.1,1,2024-08-09 00:00:00
287,EXC004,OP004,dig,43.6,43.8,cloudy,loam,senior,7.9,19.9,1,2024-05-10 00:00:00
288,EXC002,OP005,load,26.9,27.6,windy,sand,senior,3.7,2.8,1,2024-08-16 00:00:00
289,EXC001,OP009,load,38.2,58.7,sunny,clay,junior,0.4,4.5,1,2024-03-11 00:00:00
290,EXC004,OP005,dig,45.2,76.6,cloudy,rock,junior,12.4,8.7,0,2024-06-26 00:00:00
291,EXC004,OP007,trench,72.6,97.6,rainy,loam,junior,6.1,13.8,1,2024-05-16 00:00:00
292,EXC004,OP005,load,31.7,41.9,sunny,clay,mid,11.6,17.8,1,2024-07-27 00:00:00
293,EXC005,OP005,compact,52.0,66.9,windy,clay,mid,5.4,10.7,1,2024-12-20 00:00:00
294,EXC002,OP005,load,25.9,44.3,cloudy,loam,junior,10.3,13.9,1,2024-06-16 00:00:00
295,EXC004,OP004,compact,36.3,52.9,rainy,rock,senior,8.8,24.2,1,2024-11-24 00:00:00
296,EXC002,OP009,grade,46.3,57.0,rainy,sand,senior,5.0,22.2,1,2024-09-07 00:00:00
297,EXC001,OP007,dig,53.5,67.2,cloudy,loam,junior,3.5,20.9,1,2024-09-05 00:00:00
298,EXC001,OP001,dig,47.5,58.7,rainy,sand,junior,6.6,14.1,1,2024-05-28 00:00:00
299,EXC005,OP009,dig,60.4,75.0,windy,loam,junior,9.9,11.4,1,2024-02-18 00:00:00
300,EXC002,OP001,trench,67.4,72.4,sunny,loam,junior,7.5,19.9,1,2024-05-10 00:00:00
301,EXC004,OP007,compact,42.3,66.3,windy,rock,junior,9.5,4.3,0,2024-07-18 00:00:00
302,EXC002,OP004,compact,35.3,52.8,windy,clay,mid,8.0,22.5,1,2024-02-21 00:00:00
303,EXC001,OP010,trench,62.8,66.7,sunny,sand,senior,14.3,20.2,0,2024-03-21 00:00:00
304,EXC001,OP008,dig,64.5,90.8,sunny,rock,mid,10.7,10.2,1,2024-06-18 00:00:00
305,EXC002,OP008,compact,45.3,87.7,rainy,rock,junior,8.4,10.7,1,2024-01-25 00:00:00
306,EXC004,OP008,trench,73.4,110.8,windy,rock,junior,4.8,24.1,1,2024-03-24 00:00:00
307,EXC002,OP001,load,35.1,37.5,sunny,loam,mid,8.5,21.7,1,2024-10-04 00:00:00
308,EXC002,OP002,load,29.7,36.6,windy,sand,senior,5.8,11.3,1,2024-11-01 00:00:00
309,EXC002,OP008,grade,42.6,46.0,cloudy,loam,mid,7.9,23.4,1,2024-06-21 00:00:00
310,EXC005,OP004,trench,71.9,86.3,windy,clay,senior,3.8,15.6,1,2024-07-20 00:00:00
311,EXC001,OP004,trench,62.8,73.9,cloudy,sand,junior,14.6,8.8,1,2024-12-25 00:00:00
312,EXC002,OP004,load,29.1,41.2,cloudy,clay,mid,11.4,24.0,1,2024-01-07 00:00:00
313,EXC005,OP007,compact,45.6,42.5,sunny,sand,senior,9.4,4.3,1,2024-03-10 00:00:00
314,EXC001,OP009,load,27.5,74.5,windy,rock,junior,10.5,9.7,1,2024-03-26 00:00:00
315,EXC003,OP007,trench,70.8,112.0,rainy,clay,junior,12.9,4.7,1,2024-05-23 00:00:00
316,EXC003,OP007,grade,43.6,68.1,rainy,sand,senior,14.3,24.3,1,2024-12-15 00:00:00
317,EXC001,OP005,grade,45.9,87.7,rainy,rock,mid,12.5,12.5,1,2024-10-08 00:00:00
318,EXC003,OP009,compact,50.2,78.8,cloudy,rock,junior,2.4,23.7,1,2024-12-26 00:00:00
319,EXC004,OP006,compact,39.5,41.5,sunny,loam,senior,13.2,9.1,1,2024-07-10 00:00:00
320,EXC002,OP001,dig,48.0,65.2,sunny,rock,senior,5.8,22.8,1,2024-11-27 00:00:00
321,EXC001,OP009,grade,37.2,41.9,windy,loam,mid,2.0,22.5,0,2024-10-22 00:00:00
322,EXC004,OP008,compact,31.8,41.1,sunny,clay,senior,13.1,15.9,1,2024-01-06 00:00:00
323,EXC002,OP003,grade,41.2,63.1,cloudy,clay,junior,13.5,9.4,1,2024-02-29 00:00:00
324,EXC004,OP004,grade,46.7,55.9,rainy,loam,senior,14.8,22.3,1,2024-05-31 00:00:00
325,EXC005,OP004,load,32.2,32.9,cloudy,clay,mid,2.2,8.7,1,2024-02-23 00:00:00
326,EXC004,OP002,compact,41.2,83.0,windy,rock,junior,12.3,7.6,1,2024-09-16 00:00:00
327,EXC003,OP002,trench,67.0,78.2,sunny,sand,junior,8.5,6.1,1,2024-04-27 00:00:00
328,EXC004,OP006,trench,72.2,103.9,rainy,loam,junior,14.1,16.3,1,2024-09-04 00:00:00
329,EXC001,OP007,load,32.3,36.1,windy,loam,mid,8.8,18.2,1,2024-11-18 00:00:00
330,EXC003,OP003,compact,34.6,59.6,windy,loam,junior,10.5,21.1,1,2024-04-14 00:00:00
331,EXC001,OP006,grade,37.7,49.9,sunny,rock,senior,4.5,21.0,1,2024-12-16 00:00:00
332,EXC001,OP008,load,27.7,46.5,rainy,sand,senior,14.2,5.3,1,2024-02-23 00:00:00
333,EXC001,OP007,load,29.6,52.8,rainy,clay,mid,3.6,4.1,1,2024-01-17 00:00:00
334,EXC002,OP004,compact,37.6,57.9,windy,loam,junior,2.9,11.8,1,2024-06-07 00:00:00
335,EXC005,OP001,trench,69.6,75.3,sunny,rock,senior,14.7,14.4,1,2024-09-26 00:00:00
336,EXC004,OP010,grade,45.9,89.2,rainy,rock,junior,1.1,11.8,1,2024-11-14 00:00:00
337,EXC003,OP005,trench,70.2,96.9,rainy,clay,mid,4.0,14.8,1,2024-07-21 00:00:00
338,EXC005,OP010,grade,43.7,70.5,windy,clay,junior,3.0,4.5,1,2024-12-12 00:00:00
339,EXC002,OP010,trench,73.0,72.1,cloudy,loam,senior,9.8,24.5,1,2024-01-04 00:00:00
340,EXC001,OP006,load,33.7,32.0,cloudy,sand,mid,9.3,21.2,1,2024-10-10 00:00:00
341,EXC003,OP005,trench,65.7,91.1,rainy,rock,mid,2.2,2.9,1,2024-06-17 00:00:00
342,EXC003,OP005,load,29.3,23.7,sunny,loam,senior,3.6,16.7,1,2024-09-09 00:00:00
343,EXC002,OP007,compact,41.3,66.4,rainy,clay,senior,5.3,12.6,1,2024-02-01 00:00:00
344,EXC005,OP005,load,36.9,57.1,windy,clay,junior,7.8,12.8,1,2024-12-13 00:00:00
345,EXC001,OP005,grade,49.8,75.9,rainy,rock,senior,7.2,5.7,1,2024-06-19 00:00:00
346,EXC003,OP007,compact,42.6,40.3,sunny,loam,senior,7.0,2.3,1,2024-09-02 00:00:00
347,EXC003,OP004,dig,59.3,80.7,rainy,clay,junior,8.5,3.7,1,2024-09-09 00:00:00
348,EXC003,OP003,load,29.5,53.3,sunny,sand,junior,14.1,20.9,1,2024-01-29 00:00:00
349,EXC001,OP003,grade,48.0,73.4,rainy,clay,senior,0.8,16.4,1,2024-09-30 00:00:00
350,EXC002,OP001,compact,44.6,65.7,windy,sand,junior,13.9,19.0,1,2024-04-14 00:00:00
351,EXC003,OP002,grade,44.3,53.6,windy,loam,mid,12.8,21.0,1,2024-10-12 00:00:00
352,EXC003,OP009,compact,38.4,38.2,sunny,sand,mid,8.3,8.8,1,2024-06-08 00:00:00
353,EXC002,OP008,grade,54.4,58.9,windy,clay,senior,7.9,16.5,1,2024-05-13 00:00:00
354,EXC001,OP010,trench,69.8,75.0,windy,loam,mid,0.8,12.0,1,2024-12-28 00:00:00
355,EXC001,OP010,grade,47.9,79.3,rainy,rock,senior,10.1,12.4,1,2024-05-10 00:00:00
356,EXC004,OP002,trench,67.5,75.3,sunny,clay,senior,11.9,22.4,1,2024-08-06 00:00:00
357,EXC003,OP007,grade,50.7,67.3,cloudy,rock,senior,9.8,11.9,1,2024-02-15 00:00:00
358,EXC001,OP005,compact,46.5,87.2,rainy,rock,junior,6.2,6.6,1,2024-03-30 00:00:00
359,EXC002,OP007,load,24.9,49.5,sunny,rock,mid,14.7,2.3,1,2024-07-17 00:00:00
360,EXC005,OP005,trench,68.8,98.6,cloudy,rock,mid,13.9,20.6,1,2024-09-15 00:00:00
361,EXC005,OP005,load,33.4,85.1,rainy,rock,junior,11.4,7.3,1,2024-03-03 00:00:00
362,EXC003,OP003,load,26.9,35.8,windy,clay,senior,1.0,19.4,1,2024-07-21 00:00:00
363,EXC003,OP004,trench,71.3,91.3,rainy,loam,mid,11.7,21.4,1,2024-03-29 00:00:00
364,EXC002,OP010,trench,70.0,65.2,windy,loam,senior,0.5,24.9,1,2024-03-09 00:00:00
365,EXC001,OP001,grade,49.7,75.0,cloudy,rock,senior,11.3,2.5,1,2024-09-12 00:00:00
366,EXC001,OP010,dig,53.3,52.5,cloudy,sand,mid,1.5,11.8,1,2024-04-18 00:00:00
367,EXC002,OP007,dig,49.1,65.6,windy,sand,mid,12.0,3.7,1,2024-10-13 00:00:00
368,EXC005,OP007,grade,46.9,84.2,windy,rock,junior,1.7,20.7,1,2024-09-03 00:00:00
369,EXC004,OP007,dig,47.2,83.3,rainy,rock,junior,5.3,16.1,1,2024-05-07 00:00:00
370,EXC005,OP001,load,33.1,32.7,windy,loam,senior,9.6,20.8,1,2024-07-30 00:00:00
371,EXC002,OP001,dig,66.4,67.6,sunny,rock,senior,1.2,7.9,1,2024-09-26 00:00:00
372,EXC003,OP010,trench,67.6,68.1,sunny,loam,mid,4.0,6.0,1,2024-03-24 00:00:00
373,EXC005,OP006,load,29.0,44.3,sunny,rock,junior,2.5,21.1,1,2024-10-26 00:00:00
374,EXC004,OP006,compact,41.5,53.0,windy,clay,senior,9.7,14.8,1,2024-03-29 00:00:00
375,EXC002,OP003,trench,66.8,83.5,cloudy,clay,junior,5.6,3.7,1,2024-03-07 00:00:00
376,EXC003,OP005,load,29.9,66.9,cloudy,rock,junior,7.2,1.5,1,2024-01-22 00:00:00
377,EXC003,OP004,load,25.2,20.7,sunny,loam,senior,12.7,22.2,1,2024-10-17 00:00:00
378,EXC005,OP007,compact,46.4,55.2,cloudy,sand,junior,6.8,8.5,1,2024-02-19 00:00:00
379,EXC005,OP004,load,27.3,63.3,cloudy,rock,junior,13.4,11.9,0,2024-04-16 00:00:00
380,EXC004,OP001,load,32.8,49.3,rainy,loam,senior,3.9,21.6,1,2024-02-05 00:00:00
381,EXC001,OP003,trench,70.5,95.5,windy,clay,junior,12.4,4.1,1,2024-07-15 00:00:00
382,EXC005,OP005,load,20.3,48.1,windy,clay,junior,8.0,3.3,0,2024-02-05 00:00:00
383,EXC003,OP003,grade,48.7,60.9,cloudy,rock,mid,0.4,5.5,1,2024-08-22 00:00:00
384,EXC005,OP008,trench,68.6,83.5,cloudy,rock,mid,5.0,19.7,1,2024-01-07 00:00:00
385,EXC002,OP004,dig,53.4,89.9,rainy,clay,junior,11.0,6.9,1,2024-09-07 00:00:00
386,EXC003,OP003,compact,43.5,47.3,cloudy,sand,mid,5.4,6.7,1,2024-07-06 00:00:00
387,EXC001,OP006,compact,37.8,53.0,windy,sand,junior,0.4,11.0,1,2024-11-04 00:00:00
388,EXC003,OP010,dig,58.4,65.5,cloudy,clay,senior,8.3,2.9,1,2024-11-23 00:00:00
389,EXC004,OP005,load,27.2,35.8,rainy,loam,senior,9.9,13.3,1,2024-10-26 00:00:00
390,EXC004,OP005,load,37.0,86.1,rainy,clay,junior,10.8,16.4,1,2024-10-01 00:00:00
391,EXC003,OP002,load,39.6,61.9,sunny,clay,mid,12.2,11.3,1,2024-01-01 00:00:00
392,EXC003,OP010,dig,47.8,67.5,sunny,rock,senior,14.3,11.6,0,2024-11-13 00:00:00
393,EXC004,OP008,load,23.9,59.2,rainy,clay,junior,8.3,12.9,1,2024-10-03 00:00:00
394,EXC003,OP006,dig,54.8,59.4,cloudy,clay,senior,13.9,23.7,1,2024-04-14 00:00:00
395,EXC001,OP001,trench,75.7,102.7,cloudy,rock,junior,7.8,19.9,1,2024-07-30 00:00:00
396,EXC003,OP001,trench,69.1,65.7,windy,loam,senior,9.8,20.8,1,2024-08-22 00:00:00
397,EXC003,OP005,grade,45.0,65.2,sunny,rock,junior,3.7,15.2,0,2024-05-29 00:00:00
398,EXC004,OP003,dig,53.7,62.8,cloudy,loam,mid,14.8,16.0,1,2024-10-05 00:00:00
399,EXC002,OP003,trench,62.4,96.0,rainy,clay,junior,13.3,8.6,1,2024-04-01 00:00:00
400,EXC003,OP008,grade,44.2,46.8,sunny,loam,mid,0.7,2.6,1,2024-10-05 00:00:00
401,EXC002,OP007,dig,59.8,71.8,cloudy,sand,mid,14.0,22.1,1,2024-05-12 00:00:00
402,EXC001,OP005,trench,67.1,81.9,rainy,clay,senior,4.3,11.3,1,2024-03-31 00:00:00
403,EXC004,OP002,trench,70.7,84.1,cloudy,clay,junior,4.4,24.7,1,2024-04-06 00:00:00
404,EXC001,OP008,trench,74.3,95.3,windy,sand,junior,10.4,10.9,1,2024-03-03 00:00:00
405,EXC001,OP010,compact,35.2,39.8,sunny,loam,mid,10.3,5.7,1,2024-03-27 00:00:00
406,EXC005,OP006,dig,59.6,82.2,rainy,sand,junior,7.3,12.5,1,2024-05-08 00:00:00
407,EXC004,OP009,grade,52.6,68.4,sunny,loam,junior,11.1,20.9,1,2024-02-14 00:00:00
408,EXC004,OP003,compact,43.2,63.1,windy,rock,mid,12.9,3.7,1,2024-09-30 00:00:00
409,EXC003,OP009,dig,56.1,93.9,cloudy,rock,junior,13.8,3.9,1,2024-05-31 00:00:00
410,EXC001,OP009,grade,46.8,62.3,cloudy,clay,mid,13.8,20.1,1,2024-01-01 00:00:00
411,EXC002,OP001,trench,72.3,97.4,rainy,clay,junior,0.5,18.6,1,2024-12-03 00:00:00
412,EXC002,OP004,compact,37.1,56.3,windy,rock,senior,0.9,21.5,1,2024-09-16 00:00:00
413,EXC005,OP005,grade,54.1,60.5,windy,loam,senior,13.3,6.2,0,2024-07-21 00:00:00
414,EXC004,OP007,trench,66.5,78.5,rainy,sand,mid,3.6,3.7,1,2024-07-10 00:00:00
415,EXC003,OP003,load,28.7,66.7,rainy,rock,junior,0.3,4.6,1,2024-07-02 00:00:00
416,EXC005,OP010,trench,70.9,65.0,cloudy,sand,senior,2.0,7.3,1,2024-04-29 00:00:00
417,EXC004,OP004,load,19.0,29.0,sunny,clay,mid,0.2,21.3,1,2024-08-03 00:00:00
418,EXC005,OP006,compact,43.4,60.3,rainy,loam,junior,0.3,23.1,1,2024-12-22 00:00:00
419,EXC005,OP008,trench,75.3,84.3,windy,loam,mid,1.8,13.6,1,2024-11-19 00:00:00
420,EXC005,OP008,load,25.0,21.1,cloudy,loam,senior,1.1,9.7,1,2024-11-29 00:00:00
421,EXC003,OP001,compact,37.4,31.6,windy,loam,senior,9.6,9.5,1,2024-10-07 00:00:00
422,EXC004,OP004,grade,49.7,69.7,rainy,sand,mid,10.9,17.3,1,2024-11-25 00:00:00
423,EXC001,OP007,trench,58.9,59.0,windy,sand,senior,9.8,13.9,1,2024-01-13 00:00:00
424,EXC004,OP010,dig,56.6,52.5,windy,loam,senior,13.8,1.7,1,2024-02-13 00:00:00
425,EXC005,OP004,dig,49.6,68.3,rainy,clay,mid,2.5,14.7,1,2024-08-28 00:00:00
426,EXC003,OP009,load,33.1,34.6,sunny,loam,mid,13.6,20.2,1,2024-03-19 00:00:00
427,EXC002,OP008,trench,74.2,89.9,windy,clay,mid,14.5,14.5,1,2024-05-12 00:00:00
428,EXC001,OP003,load,31.6,72.6,windy,clay,junior,13.7,19.3,1,2024-07-07 00:00:00
429,EXC005,OP003,load,28.1,60.1,rainy,clay,junior,9.3,9.8,1,2024-12-10 00:00:00
430,EXC002,OP009,trench,67.0,72.3,cloudy,sand,mid,10.3,24.0,0,2024-10-18 00:00:00
431,EXC005,OP009,dig,51.9,62.4,sunny,sand,mid,11.4,10.9,1,2024-10-11 00:00:00
432,EXC002,OP009,load,32.5,62.3,rainy,clay,mid,11.8,20.2,1,2024-01-29 00:00:00
433,EXC001,OP002,load,29.5,58.1,sunny,rock,junior,0.0,24.0,1,2024-11-12 00:00:00
434,EXC005,OP003,dig,51.1,68.6,windy,rock,mid,7.5,3.0,1,2024-04-15 00:00:00
435,EXC004,OP007,load,21.5,47.8,windy,rock,mid,3.4,21.6,1,2024-03-12 00:00:00
436,EXC004,OP004,compact,30.1,56.6,cloudy,rock,junior,10.5,21.8,1,2024-03-19 00:00:00
437,EXC002,OP010,dig,49.2,48.5,cloudy,clay,senior,9.3,14.3,1,2024-12-24 00:00:00
438,EXC003,OP008,dig,58.1,66.0,sunny,rock,senior,0.6,4.1,1,2024-09-23 00:00:00
439,EXC001,OP004,trench,66.2,88.5,rainy,clay,senior,14.9,7.3,1,2024-05-09 00:00:00
440,EXC001,OP002,load,28.9,28.6,cloudy,sand,mid,9.2,19.9,1,2024-04-01 00:00:00
441,EXC004,OP007,dig,56.5,49.5,sunny,loam,mid,7.3,8.1,1,2024-05-16 00:00:00
442,EXC004,OP008,grade,43.8,56.3,cloudy,rock,senior,7.1,15.3,1,2024-04-30 00:00:00
443,EXC001,OP002,dig,60.1,78.0,windy,rock,senior,9.1,6.7,1,2024-09-16 00:00:00
444,EXC005,OP001,grade,52.7,73.1,windy,rock,mid,9.0,4.6,1,2024-02-15 00:00:00
445,EXC004,OP004,compact,43.0,54.2,windy,sand,mid,6.3,23.4,1,2024-12-26 00:00:00
446,EXC003,OP007,dig,59.3,93.7,rainy,clay,mid,12.6,5.8,1,2024-07-10 00:00:00
447,EXC004,OP006,compact,40.9,72.6,rainy,clay,junior,12.6,1.1,1,2024-08-23 00:00:00
448,EXC002,OP003,dig,62.2,93.1,rainy,clay,mid,13.2,19.4,1,2024-08-14 00:00:00
449,EXC001,OP009,compact,39.4,39.4,sunny,clay,senior,5.9,1.8,1,2024-01-20 00:00:00
450,EXC001,OP001,grade,46.3,73.5,windy,rock,mid,2.8,8.4,1,2024-02-02 00:00:00
451,EXC001,OP010,dig,50.9,91.1,rainy,rock,junior,1.2,3.9,1,2024-04-22 00:00:00
452,EXC003,OP009,dig,49.2,51.1,sunny,sand,senior,12.8,2.0,1,2024-01-31 00:00:00
453,EXC002,OP005,grade,44.6,52.4,windy,loam,mid,1.5,4.3,1,2024-08-04 00:00:00
454,EXC001,OP004,dig,52.4,92.5,rainy,rock,junior,13.9,17.3,1,2024-11-01 00:00:00
455,EXC002,OP010,load,35.7,60.9,rainy,clay,senior,1.3,17.3,1,2024-08-26 00:00:00
456,EXC003,OP006,compact,40.0,58.2,rainy,loam,mid,13.5,19.7,1,2024-09-22 00:00:00
457,EXC003,OP008,grade,46.4,71.3,sunny,clay,junior,5.3,7.5,1,2024-08-05 00:00:00
458,EXC001,OP006,compact,42.0,54.0,rainy,loam,mid,1.9,24.5,1,2024-11-03 00:00:00
459,EXC005,OP008,dig,61.7,85.6,rainy,loam,junior,3.0,20.9,1,2024-03-06 00:00:00
460,EXC004,OP010,dig,55.7,59.6,rainy,sand,senior,0.5,18.8,1,2024-03-23 00:00:00
461,EXC005,OP009,dig,62.4,84.0,cloudy,rock,mid,13.4,7.0,1,2024-10-11 00:00:00
462,EXC001,OP001,load,26.8,46.3,sunny,rock,senior,14.3,7.7,1,2024-03-13 00:00:00
463,EXC003,OP001,dig,60.9,82.4,windy,loam,junior,3.7,4.6,1,2024-11-07 00:00:00
464,EXC002,OP001,grade,50.6,77.6,rainy,rock,mid,7.7,15.3,1,2024-12-20 00:00:00
465,EXC001,OP008,trench,67.8,81.9,rainy,clay,mid,6.1,22.7,1,2024-12-01 00:00:00
466,EXC005,OP007,grade,50.6,83.8,rainy,clay,mid,11.9,9.2,1,2024-03-23 00:00:00
467,EXC002,OP003,load,27.0,61.7,cloudy,rock,mid,14.0,11.7,1,2024-11-21 00:00:00
468,EXC002,OP009,trench,76.7,98.1,sunny,clay,junior,2.8,21.7,1,2024-10-12 00:00:00
469,EXC003,OP005,trench,72.4,89.9,rainy,clay,mid,5.1,22.9,1,2024-04-06 00:00:00
470,EXC003,OP001,dig,54.4,78.8,rainy,sand,junior,14.4,6.2,1,2024-08-20 00:00:00
471,EXC004,OP001,compact,35.7,33.8,cloudy,loam,senior,0.9,12.6,1,2024-06-02 00:00:00
472,EXC001,OP004,dig,51.0,92.2,rainy,loam,junior,13.5,11.1,1,2024-06-08 00:00:00
473,EXC005,OP010,trench,70.7,69.3,sunny,sand,mid,9.5,21.4,1,2024-07-02 00:00:00
474,EXC004,OP010,dig,50.9,50.4,sunny,sand,senior,2.4,15.4,1,2024-09-27 00:00:00
475,EXC002,OP006,grade,51.6,74.9,cloudy,rock,mid,3.8,12.4,0,2024-11-23 00:00:00
476,EXC001,OP010,grade,39.3,56.2,windy,clay,mid,6.7,7.0,1,2024-10-06 00:00:00
477,EXC005,OP010,compact,44.1,59.6,windy,clay,senior,3.2,2.3,1,2024-04-06 00:00:00
478,EXC005,OP001,load,30.2,59.5,sunny,rock,junior,0.7,5.8,1,2024-02-26 00:00:00
479,EXC004,OP001,trench,82.1,124.1,rainy,clay,junior,14.3,10.7,1,2024-09-24 00:00:00
480,EXC005,OP007,compact,38.6,64.5,rainy,rock,senior,8.1,13.8,1,2024-04-18 00:00:00
481,EXC004,OP008,compact,40.7,43.0,sunny,sand,mid,4.5,20.6,0,2024-02-06 00:00:00
482,EXC005,OP009,grade,43.4,60.5,cloudy,loam,junior,1.3,9.7,1,2024-04-27 00:00:00
483,EXC004,OP005,compact,38.5,55.7,windy,clay,senior,12.0,20.0,1,2024-10-04 00:00:00
484,EXC001,OP008,compact,30.5,38.9,sunny,rock,senior,12.3,23.6,1,2024-10-12 00:00:00
485,EXC001,OP001,trench,72.1,84.8,rainy,loam,senior,3.6,15.5,0,2024-04-25 00:00:00
486,EXC005,OP006,load,34.4,46.5,sunny,sand,junior,9.9,20.6,1,2024-11-06 00:00:00
487,EXC002,OP005,load,29.5,40.3,windy,sand,mid,2.2,21.4,1,2024-04-04 00:00:00
488,EXC001,OP002,dig,52.9,83.6,rainy,rock,senior,4.6,9.9,1,2024-09-03 00:00:00
489,EXC002,OP007,compact,35.6,41.2,windy,sand,mid,0.1,24.5,1,2024-05-26 00:00:00
490,EXC004,OP010,grade,42.7,40.0,sunny,sand,senior,0.8,12.9,1,2024-09-21 00:00:00
491,EXC002,OP007,grade,48.0,46.9,sunny,sand,mid,5.5,7.4,1,2024-06-27 00:00:00
492,EXC002,OP004,dig,64.8,66.1,sunny,clay,mid,8.0,15.5,1,2024-05-23 00:00:00
493,EXC001,OP008,dig,55.3,89.0,windy,rock,junior,0.6,18.3,1,2024-05-06 00:00:00
494,EXC002,OP002,compact,41.2,59.3,cloudy,rock,mid,3.4,22.3,1,2024-07-14 00:00:00
495,EXC001,OP009,grade,50.0,50.8,cloudy,clay,senior,1.4,23.1,1,2024-06-14 00:00:00
496,EXC002,OP008,dig,60.1,53.1,cloudy,loam,senior,6.9,16.1,1,2024-09-14 00:00:00
497,EXC005,OP002,trench,70.9,94.1,windy,rock,senior,0.1,9.8,1,2024-01-06 00:00:00
498,EXC003,OP010,grade,49.4,63.4,cloudy,clay,junior,9.3,20.5,0,2024-10-03 00:00:00
499,EXC001,OP004,trench,70.5,88.2,cloudy,rock,senior,12.9,5.6,1,2024-12-20 00:00:00
500,EXC001,OP002,compact,36.0,51.9,sunny,clay,mid,11.1,5.6,1,2024-09-28 00:00:00
501,EXC001,OP005,grade,40.4,92.4,rainy,rock,junior,13.0,24.3,1,2024-03-07 00:00:00
502,EXC005,OP006,grade,52.0,109.6,rainy,rock,junior,5.0,2.8,1,2024-12-01 00:00:00
503,EXC002,OP008,compact,45.5,63.5,cloudy,rock,senior,4.0,17.5,1,2024-11-24 00:00:00
504,EXC001,OP008,grade,40.1,41.2,windy,sand,senior,9.3,6.8,0,2024-05-15 00:00:00
505,EXC001,OP002,grade,42.9,84.3,rainy,rock,junior,6.7,19.7,1,2024-09-01 00:00:00
506,EXC001,OP009,dig,53.3,60.9,rainy,sand,mid,6.0,15.7,1,2024-02-21 00:00:00
507,EXC002,OP006,trench,73.1,94.1,rainy,sand,junior,1.2,9.4,1,2024-08-08 00:00:00
